ACC,ARI,F1,FN_count,FN_ratio,HN_count,HN_ratio,L_cluster,L_cross,L_feat,L_hn,L_recon,L_reg,L_total,L_uncert,NMI,PUR,S_mean,S_p10,S_p50,S_p90,S_std,U_size,alpha_fn,candidate_neg_size,delta_post,delta_sim,denom_fn_share,denom_safe_share,empty_cluster,epoch,fn_pair_share,gamma_mean,gamma_p10,gamma_p50,gamma_p90,gamma_std,gate,hn_beta,hn_pair_share,knn_neg_k,label_flip,lr,m_gap_p10,m_gap_p50,m_gap_p90,m_top1_p10,m_top1_p50,m_top1_p90,mean_s_post_FN,mean_s_post_nonFN,mean_sim_HN,mean_sim_safe_nonHN,min_cluster,neg_after_filter_size,neg_count,neg_mode,neg_per_anchor,neg_used_in_loss_size,pi_fn,route_count_inconsistent,route_uncertain_only,safe_neg_count,safe_ratio,sim_neg_p90,sim_neg_p99,sim_pos_p50,sim_pos_p90,stab_rate,step,temp_f,temp_l,u_mean,u_p10,u_p50,u_p90,u_std,w_hit_min_ratio,w_mean,w_mean_on_FN,w_mean_on_safe,w_min,w_p10,w_p50,w_p90,w_std
0.5121,0.3382,0.4215,784,0.0138,699,0.0138,1.339532,21.419185,4.605435,0.004477,0.028169,0.0,27.412229,0.015431,0.4184,0.6046,-7.0807,-18.9768,-1.9631,-0.2628,8.4281,32,0.1,59132,0.4383,0.4069,0.0021,0.9979,0,85,0.0138,3.2253,0.6566,2.2981,7.0958,2.6466,0.8485,0.1,0.0126,20,0.5599,0.0001,0.305,0.7531,0.9981,0.5994,0.8455,0.9989,0.5241,0.0857,0.3961,-0.0107,13,58348,59132,batch,240.5,59132,0.1,0,1,58348,0.9862,0.6111,0.999,0.9971,0.9999,0.4401,85,0.5,0.5,0.2544,0.1143,0.2488,0.3869,0.1031,0.0,0.9825,0.0848,1.0,0.05,1.0,1.0,1.0,0.1255
0.5169,0.3609,0.4421,784,0.0138,699,0.0138,1.455947,21.110691,4.934523,0.002644,0.028326,0.0,27.546659,0.014529,0.4208,0.5977,,,,,,32,0.1,59132,0.3971,0.2983,0.0022,0.9978,0,86,,,,,,,0.8586,0.1,,20,0.8634,0.0001,,,,,,,0.4848,0.0877,0.2885,-0.0098,31,58348,59132,batch,240.5,59132,0.1,0,1,58348,0.9862,,,,,0.1366,86,0.5,0.5,,,,,,0.0,,0.0859,1.0,0.05,,,,
0.4907,0.3097,0.3955,784,0.0138,699,0.0138,1.376817,21.803168,4.917538,0.002958,0.028589,0.0,28.143906,0.014836,0.4137,0.5977,,,,,,32,0.1,59132,0.4379,0.3855,0.0021,0.9979,0,87,,,,,,,0.8687,0.1,,20,0.8649,0.0001,,,,,,,0.5288,0.0909,0.3776,-0.0079,15,58348,59132,batch,240.5,59132,0.1,0,1,58348,0.9862,,,,,0.1351,87,0.5,0.5,,,,,,0.0,,0.0869,1.0,0.05,,,,
0.501,0.3242,0.4087,784,0.0138,699,0.0138,1.45465,21.51832,5.347696,0.003078,0.028886,0.0,28.367957,0.015326,0.4163,0.5977,,,,,,32,0.1,59132,0.3163,0.4066,0.0024,0.9976,0,88,,,,,,,0.8788,0.1,,20,0.9857,0.0001,,,,,,,0.4098,0.0934,0.3932,-0.0134,14,58348,59132,batch,240.5,59132,0.1,0,1,58348,0.9862,,,,,0.0143,88,0.5,0.5,,,,,,0.0,,0.0879,1.0,0.05,,,,
0.4997,0.3237,0.4083,784,0.0138,699,0.0138,1.402499,21.633752,5.233149,0.003537,0.028495,0.0,28.316744,0.015312,0.4141,0.5977,,,,,,32,0.1,59132,0.2611,0.3416,0.0023,0.9977,0,89,,,,,,,0.8889,0.1,,20,0.8108,0.0001,,,,,,,0.3459,0.0848,0.3307,-0.011,15,58348,59132,batch,240.5,59132,0.1,0,1,58348,0.9862,,,,,0.1892,89,0.5,0.5,,,,,,0.0,,0.0889,1.0,0.05,,,,
0.5031,0.3281,0.4123,784,0.0138,699,0.0138,1.225198,22.028538,5.054314,0.004984,0.028201,0.0,28.354709,0.013474,0.4159,0.599,-9.9498,-21.0836,-2.7717,-0.0424,9.5325,32,0.1,59132,0.4209,0.3596,0.0023,0.9977,0,90,0.0138,3.468,0.7901,2.6153,7.2805,2.8007,0.899,0.1,0.0126,20,0.8106,0.0001,0.3683,0.822,0.9985,0.6327,0.8919,0.9992,0.5032,0.0823,0.3494,-0.0102,16,58348,59132,batch,240.5,59132,0.1,0,1,58348,0.9862,0.4994,0.9993,0.998,1.0,0.1894,90,0.5,0.5,0.2316,0.0867,0.2245,0.4268,0.1071,0.0,0.9826,0.0899,1.0,0.05,1.0,1.0,1.0,0.1248
0.4997,0.3228,0.4074,784,0.0138,699,0.0138,1.186946,22.436477,4.795701,0.00423,0.028522,0.0,28.464603,0.012727,0.4155,0.599,,,,,,32,0.1,59132,0.4837,0.3776,0.0023,0.9977,0,91,,,,,,,0.9091,0.1,,20,0.8185,0.0001,,,,,,,0.5693,0.0856,0.3668,-0.0108,15,58348,59132,batch,240.5,59132,0.1,0,1,58348,0.9862,,,,,0.1815,91,0.5,0.5,,,,,,0.0,,0.0909,1.0,0.05,,,,
0.5031,0.328,0.4122,784,0.0138,699,0.0138,1.283,22.506906,4.919226,0.005316,0.028595,0.0,28.755932,0.012889,0.4161,0.5977,,,,,,32,0.1,59132,0.387,0.3953,0.0024,0.9976,0,92,,,,,,,0.9192,0.1,,20,1.0,0.0001,,,,,,,0.4725,0.0855,0.3864,-0.0089,13,58348,59132,batch,240.5,59132,0.1,0,1,58348,0.9862,,,,,0.0,92,0.5,0.5,,,,,,0.0,,0.0919,1.0,0.05,,,,
0.5031,0.3283,0.4125,784,0.0138,699,0.0138,1.305326,22.468408,4.850458,0.003954,0.028971,0.0,28.669584,0.012466,0.4162,0.599,,,,,,32,0.1,59132,0.4486,0.3519,0.0025,0.9975,0,93,,,,,,,0.9293,0.1,,20,0.867,0.0001,,,,,,,0.5354,0.0869,0.3384,-0.0135,15,58348,59132,batch,240.5,59132,0.1,0,1,58348,0.9862,,,,,0.133,93,0.5,0.5,,,,,,0.0,,0.0929,1.0,0.05,,,,
0.5031,0.3283,0.4125,784,0.0138,699,0.0138,1.168805,22.796981,4.864327,0.003809,0.028622,0.0,28.874004,0.011459,0.4163,0.599,,,,,,32,0.1,59132,0.4949,0.3354,0.0026,0.9974,0,94,,,,,,,0.9394,0.1,,20,0.9104,0.0001,,,,,,,0.5804,0.0855,0.323,-0.0125,15,58348,59132,batch,240.5,59132,0.1,0,1,58348,0.9862,,,,,0.0896,94,0.5,0.5,,,,,,0.0,,0.0939,1.0,0.05,,,,
0.5024,0.3269,0.4112,784,0.0138,699,0.0138,1.080725,23.148807,4.611718,0.00401,0.028537,0.0,28.884291,0.010495,0.4154,0.599,-7.338,-22.5102,-2.1185,-0.0501,9.3957,32,0.1,59132,0.5159,0.3398,0.0026,0.9974,0,95,0.0138,4.7626,1.0981,3.5708,10.275,3.6128,0.9495,0.1,0.0126,20,0.9188,0.0001,0.4735,0.9215,0.9999,0.7064,0.9607,0.9999,0.5982,0.0823,0.327,-0.0129,15,58348,59132,batch,240.5,59132,0.1,0,1,58348,0.9862,0.2764,0.9993,0.9993,1.0,0.0812,95,0.5,0.5,0.1945,0.0717,0.1754,0.3531,0.1029,0.0,0.9827,0.0949,1.0,0.05,1.0,1.0,1.0,0.1241
0.5024,0.327,0.4113,784,0.0138,699,0.0138,1.097022,23.513992,4.794158,0.004676,0.028662,0.0,29.450062,0.011552,0.4153,0.5983,,,,,,32,0.1,59132,0.5465,0.4056,0.0025,0.9975,0,96,,,,,,,0.9596,0.1,,20,1.0,0.0001,,,,,,,0.6272,0.0807,0.3937,-0.0118,14,58348,59132,batch,240.5,59132,0.1,0,1,58348,0.9862,,,,,0.0,96,0.5,0.5,,,,,,0.0,,0.096,1.0,0.05,,,,
0.4769,0.295,0.3819,784,0.0138,699,0.0138,1.184452,23.622495,4.734029,0.005602,0.028544,0.0,29.586435,0.011312,0.4132,0.599,,,,,,32,0.1,59132,0.5029,0.3603,0.0025,0.9975,0,97,,,,,,,0.9697,0.1,,20,0.8972,0.0001,,,,,,,0.5833,0.0805,0.3501,-0.0102,14,58348,59132,batch,240.5,59132,0.1,0,1,58348,0.9862,,,,,0.1028,97,0.5,0.5,,,,,,0.0,,0.097,1.0,0.05,,,,
0.5024,0.3273,0.4116,784,0.0138,699,0.0138,1.290166,23.77849,5.196624,0.00505,0.028958,0.0,30.31047,0.011182,0.4157,0.5997,,,,,,32,0.1,59132,0.415,0.3724,0.0027,0.9973,0,98,,,,,,,0.9798,0.1,,20,0.5469,0.0001,,,,,,,0.5006,0.0855,0.3618,-0.0106,15,58348,59132,batch,240.5,59132,0.1,0,1,58348,0.9862,,,,,0.4531,98,0.5,0.5,,,,,,0.0,,0.098,1.0,0.05,,,,
0.5024,0.3269,0.4113,784,0.0138,699,0.0138,1.091958,24.059977,4.650186,0.004679,0.02876,0.0,29.846064,0.010503,0.4151,0.599,,,,,,32,0.1,59132,0.5098,0.3133,0.0027,0.9973,0,99,,,,,,,0.9899,0.1,,20,0.7751,0.0001,,,,,,,0.5951,0.0852,0.3062,-0.0071,14,58348,59132,batch,240.5,59132,0.1,0,1,58348,0.9862,,,,,0.2249,99,0.5,0.5,,,,,,0.0,,0.099,1.0,0.05,,,,
0.5017,0.3269,0.4112,784,0.0138,699,0.0138,1.128916,24.215605,4.564125,0.004307,0.028727,0.0,29.952497,0.010818,0.4153,0.5983,-11.9344,-24.6152,-5.1452,-0.0467,11.4821,32,0.1,59132,0.5971,0.3365,0.0027,0.9973,0,100,0.0138,3.8995,0.8746,3.2269,7.9599,2.7967,1.0,0.1,0.0126,20,0.6004,0.0001,0.392,0.8807,0.9993,0.6768,0.9329,0.9996,0.6801,0.083,0.3241,-0.0124,14,58348,59132,batch,240.5,59132,0.1,0,1,58348,0.9862,0.6533,0.9994,0.9988,1.0,0.3996,100,0.5,0.5,0.1874,0.0796,0.1736,0.3509,0.0946,0.0,0.9828,0.1,1.0,0.05,1.0,1.0,1.0,0.1234
